IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%
401175,rax,10203462,571,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,3.726357,78.57142857142857,21.428571428571427
4010a9,xmm0,10421992,940,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,3.807119,78.72340425531915,21.27659574468085
401180,rflags,10616788,879,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,3.87911,78.87323943661971,21.12676056338028
401179,xmm0,11153833,89,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,4.077585,79.02097902097903,20.97902097902098
401175,rax,11511689,688,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,4.209838,79.16666666666667,20.833333333333332
401179,xmm0,11588433,846,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,4.2382,79.3103448275862,20.689655172413794
4010a9,xmm0,11967042,731,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,4.378122,79.45205479452055,20.54794520547945
401175,rax,12484581,492,crash,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",0,1,4.569388,79.59183673469387,20.408163265306122
401175,rax,12519660,108,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,4.582352,79.72972972972973,20.27027027027027
401182,xmm1,12570444,951,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,4.601121,79.86577181208054,20.13422818791946
4010b0,rflags,12665945,221,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,4.636415,80.0,20.0
401182,xmm1,12925114,0,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,4.732196,80.13245033112582,19.867549668874172
4010ad,rdx,12979541,861,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,4.75231,80.26315789473684,19.736842105263158
4010ad,rdx,13018859,738,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,4.766841,80.3921568627451,19.607843137254903
401179,xmm0,13190707,517,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,4.830351,79.87012987012987,20.12987012987013
401179,xmm0,13304290,387,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,4.872328,80.0,20.0
40117d,rdx,13574464,622,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,4.972175,79.48717948717949,20.512820512820515
